"","trap_type","survey_id","N","median_length","sd","se","ci"
"212","Control","2021-07-21 12:45:00 SS/MAY/SB/077/FF",14,33,8.77058019307029,2.34403615469248,5.0639822382132
"213","Control","2021-07-21 13:13:00 SS/MAY/SB/083/FF",14,22.6428571428571,4.14370965082372,1.10745298740365,2.39250672249292
"214","Control","2021-07-21 13:27:00 SS/MAY/SB/012/FF",8,25.5,4.62910049886276,1.63663417676994,3.8700248653758
"215","Control","2021-07-22 11:45:00 SS/MAY/SB/034/FF",7,22.2857142857143,4.49867705421219,1.70034010203401,4.16058234664407
"216","Control","2021-07-22 12:30:00 SS/MAY/SB/031/FF",43,28.3488372093023,6.39897209353351,0.975834095862094,1.96931293384567
"217","Control","2021-07-22 12:30:00 SS/MAY/SB/077/FF",21,29.1904761904762,5.2212933993317,1.13937962990528,2.37670426054172
"218","Control","2021-07-22 13:18:00 SS/MAY/SB/028/FF",7,28.7142857142857,4.49867705421219,1.70034010203401,4.16058234664407
"219","Control","2021-07-22 13:32:00 SS/MAY/SB/083/FF",7,25.1428571428571,2.67261241912424,1.01015254455221,2.47175423272905
"220","Control","2021-07-23 12:40:00 SS/MAY/SB/036/FF",12,32.1666666666667,4.17423554968361,1.20499800913537,2.65218273604692
"221","Control","2021-07-23 14:10:00 SS/MAY/SB/017/FF",11,24.3636363636364,2.33549683248457,0.70417879021953,1.56900812123283
"222","Control","2021-07-23 14:13:00 SS/MAY/SB/028/FF",13,23.3846153846154,5.18874521662771,1.43909899491305,3.13552735327778
"223","Control","2021-07-24 12:30:00 SS/MAY/SB/070/FF",9,28,9.35414346693485,3.11804782231162,7.19023117201494
"224","Control","2021-07-24 12:45:00 SS/MAY/SB/074/FF",8,29.25,6.40869944461656,2.26581741793741,5.35780681613615
"225","Control","2021-07-24 13:03:00 SS/MAY/SB/012/FF",14,22.2857142857143,4.32218910753783,1.15515362866091,2.4955576927583
"226","Control","2021-07-24 13:15:00 SS/MAY/SB/077/FF",20,32.75,7.85979107797871,1.75750271393067,3.67849545594479
"227","Control","2021-07-24 13:47:00 SS/MAY/SB/083/FF",9,27.4444444444444,4.63980363569168,1.54660121189723,3.56646879014678
"228","Control","2021-07-25 12:21:00 SS/MAY/SB/001/FF",10,25,6.32455532033676,2,4.52431432559641
"229","Control","2021-07-25 12:21:00 SS/MAY/SB/002/FF",10,25,6.32455532033676,2,4.52431432559641
"230","Control","2021-07-25 13:03:00 SS/MAY/SB/012/FF",8,23,4.62910049886276,1.63663417676994,3.8700248653758
"231","Control","2021-07-25 13:18:00 SS/MAY/SB/074/FF",9,23,4.33012701892219,1.44337567297406,3.32843027053129
"232","Control","2021-07-26 12:15:00 SS/MAY/SB/015/FF",10,31,2.58198889747161,0.816496580927726,1.8470435889459
"233","Control","2021-07-29 12:17:00 SS/MAY/SB/003/FF",10,27.5,4.37797517885457,1.38443731048635,3.13181477836177
"234","Control","2021-08-01 13:04:00 SS/MAY/SB/083/FF",16,30.8125,4.81966458030708,1.20491614507677,2.56821796986152
"235","Control","2021-08-01 13:23:00 SS/MAY/SB/081/FF",10,28.5,3.68932393686311,1.16666666666667,2.63918335659791
"236","Control","2021-08-01 14:13:00 SS/MAY/SB/078/FF",5,26,2.73861278752583,1.22474487139159,3.40043690329128
"237","Control","2021-08-02 14:14:00 SS/MAY/SB/029/FF",20,30.25,4.99341671867228,1.11656192229352,2.33699096159671
"238","Control","2021-08-04 14:18:00 SS/MAY/SB/081/FF",22,26.4090909090909,4.72741841267354,1.0078889920947,2.09601990190877
"239","Control","2021-08-05 12:15:00 SS/MAY/SB/015/FF",18,32.4444444444444,8.38220960776433,1.97570575165906,4.16837477206517
"240","Control","2021-08-05 12:45:00 SS/MAY/SB/074/FF",17,30.9411764705882,8.84922728431199,2.14625287048918,4.54985283361884
"241","Control","2021-08-06 13:15:00 SS/MAY/SB/074/FF",18,31.0555555555556,10.1661041310137,2.39617372309613,5.05548464818307
"242","Control","2021-08-07 12:40:00 SS/MAY/SB/074/FF",17,25.6470588235294,8.85960761314086,2.14877047002977,4.55518990622626
"243","Control","2021-08-07 13:35:00 SS/MAY/SB/015/FF",16,26.125,9.28708781050335,2.32177195262584,4.94873977331778
"244","Control","2021-08-13 12:13:00 SS/MAY/SB/026/FF",14,27.2857142857143,4.32218910753783,1.15515362866091,2.4955576927583
"245","Control","2021-08-13 12:30:00 SS/MAY/SB/001/FF",12,28.8333333333333,5.96708141439855,1.72254803043971,3.79130265254288
"246","Control","2021-08-13 12:33:00 SS/MAY/SB/027/FF",10,26.5,6.25832778517286,1.97905701450632,4.4769380009515
"247","Control","2021-08-13 13:04:00 SS/MAY/SB/017/FF",8,30.5,2.67261241912424,0.944911182523068,2.23435989779526
"248","Control","2021-08-14 12:00:00 SS/MAY/SB/033/FF",14,29.4285714285714,5.69364403678193,1.52169037627761,3.28741219375121
"249","Control","2021-08-14 12:40:00 SS/MAY/SB/001/FF",22,29.5909090909091,5.85262733763621,1.24778434094647,2.59490959066668
"250","Control","2021-08-15 12:04:00 SS/MAY/SB/042/FF",10,27,3.16227766016838,1,2.2621571627982
"251","Control","2021-08-15 12:41:00 SS/MAY/SB/070/FF",24,31.125,7.91428263111808,1.6154961772009,3.34190846156952
"252","Control","2021-08-15 13:17:00 SS/MAY/SB/001/FF",12,27.5833333333333,4.5016831868926,1.29952399987943,2.86023303891755
"253","Control","2021-08-16 13:15:00 SS/MAY/SB/001/FF",12,27.1666666666667,4.17423554968361,1.20499800913537,2.65218273604692
"254","Control","2021-08-17 12:15:00 SS/MAY/SB/033/FF",15,30.6666666666667,7.52772652709081,1.9436506316151,4.1687160006511
"255","Control","2021-08-18 12:32:00 SS/MAY/SB/026/FF",9,30.2222222222222,6.66666666666667,2.22222222222222,5.12445363378704
"256","Control","2021-08-18 12:50:00 SS/MAY/SB/042/FF",8,28.625,5.62995813229802,1.99049078657214,4.70676278650047
"257","Control","2021-08-18 12:57:00 SS/MAY/SB/027/FF",7,28.7142857142857,4.49867705421219,1.70034010203401,4.16058234664407
"258","Control","2021-08-18 13:19:00 SS/MAY/SB/074/FF",13,33,3.53553390593274,0.98058067569092,2.13650175671914
"259","Control","2021-08-18 14:02:00 SS/MAY/SB/078/FF",22,30.9545454545455,6.10602569463557,1.30180905218207,2.70726012810964
"260","Control","2021-08-20 12:40:00 SS/MAY/SB/001/FF",8,29.875,6.5123509031466,2.30246374254065,5.4444616040247
"261","Control","2021-08-23 12:43:00 SS/MAY/SB/026/FF",8,24.875,5.9386746958271,2.09963857434015,4.96485629246442
"262","Control","2021-08-23 12:57:00 SS/MAY/SB/042/FF",8,32.375,4.1726148019814,1.47524211088021,3.48839327235826
"263","Control","2021-08-23 13:03:00 SS/MAY/SB/065/FF",8,32.375,7.76323754260148,2.74471895516775,6.49022900519607
"264","Control","2021-08-25 10:30:00 SS/UYO/SB/071/FF",3,28,0,0,0
"265","Control","2021-08-25 10:30:00 SS/UYO/SB/079/FF",12,25.5,3.37099931231621,0.973123680201904,2.14183077905815
"266","Control","2021-08-25 10:30:00 SS/UYO/SB/086/FF",10,21.5,2.41522945769824,0.763762615825973,1.72775107206822
"267","Control","2021-08-25 10:30:00 SS/UYO/SB/088/FF",34,20.6470588235294,5.11019392943506,0.87639102870195,1.78303095444148
"268","Control","2021-08-25 10:30:00 SS/UYO/SB/090/FF",17,20.9411764705882,3.09173471200421,0.749855810822468,1.5896233070144
"269","Control","2021-08-25 10:30:00 SS/UYO/SB/091/FF",47,23.2127659574468,4.03213273058772,0.58814700646556,1.18387852083216
"270","Control","2021-08-25 10:30:00 SS/UYO/SB/092/FF",5,23,0,0,0
"271","Control","2021-08-25 10:30:00 SS/UYO/SB/094/FF",6,16.3333333333333,2.58198889747161,1.05409255338946,2.70963117082245
"272","Control","2021-08-25 12:15:00 SS/MAY/SB/034/FF",14,33.3571428571429,9.49985540664976,2.53894315396967,5.48505321037687
"273","Control","2021-08-25 13:22:00 SS/MAY/SB/002/FF",23,27.1304347826087,6.33392272411803,1.32071418550226,2.73899357971194
"274","Control","2021-08-27 12:30:00 SS/UYO/SB/079/FF",7,25.1428571428571,2.67261241912424,1.01015254455221,2.47175423272905
"275","Control","2021-08-27 12:30:00 SS/UYO/SB/089/FF",22,20.5,4.00891862868637,0.854704323447285,1.77745494418958
"276","Control","2021-08-27 12:30:00 SS/UYO/SB/091/FF",54,22.6296296296296,3.74315121152126,0.509378361017097,1.02168360771162
"277","Control","2021-08-27 12:30:00 SS/UYO/SB/092/FF",31,23.6451612903226,4.78573148081373,0.859542748030595,1.75542047931636
"278","Control","2021-08-27 12:30:00 SS/UYO/SB/094/FF",8,28.625,11.783008347374,4.16592255260293,9.8508414981422
"279","Control","2021-08-28 12:15:00 SS/MAY/SB/066/FF",8,31.125,2.58774584753383,0.91490631838925,2.16340966839869
"280","Control","2021-08-28 12:35:00 SS/MAY/SB/068/FF",13,28,7.63762615825973,2.11829636434081,4.6153712956632
"281","Control","2021-08-28 12:36:00 SS/MAY/SB/033/FF",8,26.125,7.03942976586679,2.48881426156542,5.88511056060758
"282","Control","2021-08-28 12:45:00 SS/MAY/SB/002/FF",18,34.1111111111111,5.30137483709638,1.24954603230753,2.63631168418223
"283","Control","2021-08-28 12:45:00 SS/MAY/SB/015/FF",18,34.1111111111111,5.30137483709638,1.24954603230753,2.63631168418223
"284","Control","2021-08-30 08:00:00 SS/UYO/SB/088/FF",23,19.7391304347826,4.15842399456538,0.86709134262768,1.79823738288829
"285","Control","2021-08-30 08:00:00 SS/UYO/SB/100/FF",21,26.5714285714286,6.35272719838833,1.38627872647711,2.89172675115352
"286","Control","2021-08-30 14:00:00 SS/UYO/SB/092/FF",9,26.3333333333333,6.61437827766148,2.20479275922049,5.08426122003066
"287","Control","2021-09-01 07:00:00 SS/UYO/SB/088/FF",40,22.5,4.90943623062405,0.776250025806185,1.57011387887647
"288","Control","2021-09-01 07:00:00 SS/UYO/SB/090/FF",19,24.0526315789474,4.88164002736018,1.11992502936875,2.35287517761839
"289","Control","2021-09-01 07:00:00 SS/UYO/SB/100/FF",24,29.25,3.9699961669021,0.810372074142936,1.67638235844685
"290","Control","2021-09-03 07:30:00 SS/UYO/SB/085/FF",13,21.4615384615385,3.15212585978058,0.874242416473452,1.90481059325164
"291","Control","2021-09-03 07:30:00 SS/UYO/SB/086/FF",13,19.9230769230769,3.83973823894152,1.06495177729719,2.32033059535203
"292","Control","2021-09-03 07:30:00 SS/UYO/SB/088/FF",48,20.7083333333333,6.09833717598959,0.880219152541674,1.77077253012897
"293","Control","2021-09-03 07:30:00 SS/UYO/SB/089/FF",13,21.4615384615385,3.15212585978058,0.874242416473452,1.90481059325164
"294","Control","2021-09-04 08:00:00 SS/UYO/SB/085/FF",28,24.9642857142857,3.14445005327897,0.594245203645712,1.21929044311231
"295","Control","2021-09-04 08:00:00 SS/UYO/SB/091/FF",18,21.6111111111111,3.75951950761059,0.886127245944853,1.86956506743699
"296","Control","2021-09-04 08:00:00 SS/UYO/SB/095/FF",12,28.8333333333333,5.14928650544437,1.48647097502641,3.27170055694007
"297","Control","2021-09-05 08:30:00 SS/UYO/SB/088/FF",72,19.3194444444444,4.74661150862081,0.559393530900647,1.11539902095509
"298","Control","2021-09-05 08:30:00 SS/UYO/SB/092/FF",7,29.7857142857143,11.6112630050063,4.38864490265875,10.7386272227827
"299","Control","2021-09-05 08:30:00 SS/UYO/SB/094/FF",12,18.4166666666667,2.57464325272219,0.743235487513204,1.63585027847004
"300","Control","2021-09-06 09:00:00 SS/UYO/SB/039/FF",37,21.3783783783784,3.54613523079353,0.582981040790306,1.18234035151216
"301","Control","2021-09-06 09:00:00 SS/UYO/SB/085/FF",41,21.2926829268293,4.95097920839416,0.773213048007188,1.56272186279103
"302","Control","2021-09-06 09:00:00 SS/UYO/SB/086/FF",6,23,0,0,0
"303","Control","2021-09-06 09:00:00 SS/UYO/SB/091/FF",20,21.5,5.15547741420919,1.15279979546366,2.41283770182242
"304","Control","2021-09-06 09:00:00 SS/UYO/SB/092/FF",15,24.6666666666667,4.08248290463863,1.05409255338946,2.260803676343
"305","Control","2021-09-06 09:00:00 SS/UYO/SB/094/FF",10,22,3.16227766016838,1,2.2621571627982
"306","Control","2021-09-06 09:00:00 SS/UYO/SB/100/FF",5,26,9.08295106229247,4.06201920231798,11.2779733314952
"307","Control","2021-09-07 09:30:00 SS/UYO/SB/085/FF",25,22.2,4.25245027405769,0.850490054811538,1.75532520080447
"308","Control","2021-09-07 09:30:00 SS/UYO/SB/088/FF",26,23.6730769230769,7.26490510287961,1.42476511092242,2.93435867456255
"309","Control","2021-09-07 09:30:00 SS/UYO/SB/091/FF",26,23.1923076923077,5.38159255811312,1.05541713338556,2.17367227544392
"310","Control","2021-09-07 09:30:00 SS/UYO/SB/092/FF",3,21.3333333333333,2.88675134594813,1.66666666666667,7.17108788291577
"311","Control","2021-09-07 09:30:00 SS/UYO/SB/094/FF",10,23.5,4.37797517885457,1.38443731048635,3.13181477836177
"312","Control","2021-09-08 10:00:00 SS/UYO/SB/090/FF",10,22.5,2.83823106098773,0.897527467855751,2.03034819021802
"313","Control","2021-09-08 10:00:00 SS/UYO/SB/091/FF",23,22.7826086956522,3.52853976672724,0.735751401936217,1.52585501714815
"314","Control","2021-09-08 10:00:00 SS/UYO/SB/095/FF",16,25.1875,3.14576434802948,0.78644108700737,1.67625949751139
"315","Control","2021-09-09 10:30:00 SS/UYO/SB/039/FF",23,18.2173913043478,3.19027672979135,0.665218682992365,1.37957911092445
"316","Control","2021-09-09 10:30:00 SS/UYO/SB/085/FF",35,20.8571428571429,2.78802963465195,0.471263021607057,0.957721688105419
"317","Control","2021-09-09 10:30:00 SS/UYO/SB/091/FF",55,21.5454545454545,4.15807194376941,0.56067430652032,1.12408430456179
"318","Control","2021-09-09 10:30:00 SS/UYO/SB/092/FF",20,21.75,2.7505980211009,0.615052415395802,1.28731950014535
"319","Control","2021-09-09 10:30:00 SS/UYO/SB/099/FF",5,25,2.73861278752583,1.22474487139159,3.40043690329128
"320","Control","2021-09-09 10:30:00 SS/UYO/SB/100/FF",12,21.3333333333333,5.3654336998866,1.54886729547431,3.40903393229022
"321","Control","2021-09-10 11:00:00 SS/UYO/SB/071/FF",17,27.1176470588235,5.37217778164936,1.30294449607863,2.76211894182825
"322","Control","2021-09-10 11:00:00 SS/UYO/SB/085/FF",43,21.953488372093,5.40702139802231,0.824563032956203,1.6640355696294
"323","Control","2021-09-10 11:00:00 SS/UYO/SB/088/FF",18,19.9444444444444,3.03842494457093,0.716163627477488,1.51097317752962
"324","Control","2021-09-11 11:30:00 SS/UYO/SB/089/FF",17,22.7058823529412,2.77859465113106,0.673908190434682,1.42862154409109
"325","Control","2021-09-11 11:30:00 SS/UYO/SB/092/FF",5,19,2.23606797749979,1,2.77644510519779
"326","Control","2021-09-12 12:00:00 SS/UYO/SB/094/FF",7,22.2857142857143,1.88982236504614,0.714285714285714,1.74779417938926
"327","Control","2021-09-13 07:30:00 SS/UYO/SB/071/FF",21,23.4761904761905,4.71825229951777,1.02960706240189,2.14772269721712
"328","Control","2021-09-13 07:30:00 SS/UYO/SB/088/FF",25,19,7.63762615825973,1.52752523165195,3.15265712845697
"329","Control","2021-09-13 07:30:00 SS/UYO/SB/100/FF",17,26.2352941176471,4.98158373116304,1.20821152390845,2.56129401211372
"330","Control","2021-09-13 12:30:00 SS/UYO/SB/085/FF",28,23.8928571428571,3.34818121676791,0.632746774567539,1.29828914126215
"331","Control","2021-09-13 12:30:00 SS/UYO/SB/091/FF",35,25.5714285714286,4.75447599813131,0.803653123765058,1.63321964816757
"332","Control","2021-09-13 12:30:00 SS/UYO/SB/094/FF",7,23,2.88675134594813,1.09108945117996,2.66979970875151
"333","Control","2021-09-14 08:00:00 SS/UYO/SB/088/FF",54,18.9259259259259,4.95965554134046,0.674923632013956,1.35372537205738
"334","Control","2021-09-14 08:00:00 SS/UYO/SB/095/FF",22,24.3636363636364,6.01225300092953,1.28181664670934,2.66568364489916
"335","Control","2021-09-14 13:00:00 SS/UYO/SB/085/FF",24,20.5,3.29690236697894,0.672977377572707,1.39215977375563
"336","Control","2021-09-14 13:00:00 SS/UYO/SB/090/FF",15,19.6666666666667,2.43975018237133,0.629940788348712,1.35108861702676
"337","Control","2021-09-14 13:00:00 SS/UYO/SB/092/FF",21,23.7142857142857,2.39045721866879,0.521640530957301,1.08812308018929
"338","Control","2021-09-15 08:30:00 SS/UYO/SB/039/FF",20,19.25,2.7505980211009,0.615052415395802,1.28731950014535
"339","Control","2021-09-15 08:30:00 SS/UYO/SB/095/FF",21,26.0952380952381,4.86728632715153,1.0621289534855,2.21556217325349
"340","Control","2021-09-15 08:30:00 SS/UYO/SB/100/FF",3,24.6666666666667,2.88675134594813,1.66666666666667,7.17108788291577
"341","Control","2021-09-16 09:00:00 SS/UYO/SB/079/FF",7,23,2.88675134594813,1.09108945117996,2.66979970875151
"342","Control","2021-09-16 09:00:00 SS/UYO/SB/095/FF",16,25.5,5.47722557505166,1.36930639376292,2.91860749071806
"343","Control","2021-09-17 07:00:00 SS/UYO/SB/039/FF",18,19.6666666666667,3.42997170285018,0.808452083454443,1.70568479960399
"344","Control","2021-09-17 07:00:00 SS/UYO/SB/089/FF",25,20.8,3.8405728739343,0.768114574786861,1.58531056606812
"345","Control","2021-09-17 07:00:00 SS/UYO/SB/090/FF",14,22.2857142857143,3.85164443259822,1.02939527446127,2.22387328605705
"346","Control","2021-09-18 07:30:00 SS/UYO/SB/079/FF",3,23,0,0,0
"347","Control","2021-09-18 07:30:00 SS/UYO/SB/091/FF",23,22.5652173913043,4.98019794200009,1.0384430557644,2.15359908590175
"348","Control","2021-09-18 07:30:00 SS/UYO/SB/094/FF",10,20,2.58198889747161,0.816496580927726,1.8470435889459
"349","Control","2021-09-18 07:30:00 SS/UYO/SB/095/FF",30,24.1666666666667,3.86927181363834,0.706429151149547,1.4448098399977
"350","Control","2021-09-19 08:00:00 SS/UYO/SB/095/FF",33,23.1515151515152,1.97042527327878,0.343007012808235,0.698682421429741
"351","Control","2021-09-20 08:30:00 SS/UYO/SB/088/FF",17,22.4117647058824,4.96309912667241,1.20372834880477,2.55179010545409
"352","Control","2021-09-20 08:30:00 SS/UYO/SB/091/FF",62,22.1935483870968,4.06842584323256,0.516690598781393,1.03318670746843
"353","Control","2021-09-20 08:30:00 SS/UYO/SB/092/FF",2,23,0,0,0
"354","Control","2021-09-20 08:30:00 SS/UYO/SB/094/FF",4,26.75,2.5,1.25,3.97805788160463
"355","Control","2021-09-20 08:30:00 SS/UYO/SB/095/FF",23,24.0869565217391,3.35631079228181,0.699839178246078,1.45137762362863
"356","Control","2021-09-20 08:30:00 SS/UYO/SB/099/FF",20,23,3.62738125055006,0.811107105653813,1.69766668283493
"357","Control","2021-09-21 09:00:00 SS/UYO/SB/085/FF",19,20.8947368421053,5.08696304119227,1.16702935926755,2.45183770249357
"358","Control","2021-09-21 09:00:00 SS/UYO/SB/091/FF",45,22.6666666666667,5.97342600036346,0.890465773025158,1.7946158451069
"359","Control","2021-09-21 09:00:00 SS/UYO/SB/099/FF",6,27.1666666666667,5.84522597225006,2.38630351054606,6.13418845852487
"360","Control","2021-09-21 09:00:00 SS/UYO/SB/100/FF",15,29.3333333333333,6.11399643285408,1.57862709088103,3.38581836970803
"361","Control","2021-09-22 09:30:00 SS/UYO/SB/085/FF",25,22.2,3.73050488093323,0.746100976186646,1.53987673158089
"362","Control","2021-09-22 09:30:00 SS/UYO/SB/091/FF",38,24.1842105263158,4.71257812700537,0.764481120952558,1.54898588540212
"363","Control","2021-09-23 10:00:00 SS/UYO/SB/086/FF",5,21,2.73861278752583,1.22474487139159,3.40043690329128
"364","Control","2021-09-23 10:00:00 SS/UYO/SB/091/FF",28,21.5714285714286,3.56348322549899,0.673435029701474,1.38177454480829
"365","Control","2021-09-23 10:00:00 SS/UYO/SB/094/FF",3,24.6666666666667,7.63762615825973,4.40958551844098,18.9729151679838
"366","Control","2021-09-23 10:00:00 SS/UYO/SB/095/FF",9,18.5555555555556,5.2704627669473,1.75682092231577,4.05123631167335
"367","Control","2021-09-23 10:00:00 SS/UYO/SB/099/FF",22,21.4090909090909,3.58115558509754,0.763504936123691,1.58779543568075
"368","Control","2021-09-24 10:30:00 SS/UYO/SB/091/FF",49,22.7959183673469,4.44400153688812,0.634857362412588,1.27646627900039
"369","Control","2021-09-25 11:00:00 SS/UYO/SB/071/FF",7,21.5714285714286,4.75594865605671,1.79757962744542,4.39851889377295
"370","Control","2021-09-25 11:00:00 SS/UYO/SB/088/FF",25,23.8,7.02376916856849,1.4047538337137,2.89926941684316
"371","Control","2021-09-25 11:00:00 SS/UYO/SB/091/FF",54,23.8333333333333,3.97515871286328,0.540950582949654,1.08500946541614
"372","Control","2021-09-25 11:00:00 SS/UYO/SB/092/FF",6,29.6666666666667,9.30949336251263,3.80058475033046,9.76971412399586
"373","Control","2021-09-25 11:00:00 SS/UYO/SB/099/FF",25,22.2,3.43996124009172,0.687992248018343,1.41994621109629
"374","Control","2021-09-27 12:00:00 SS/UYO/SB/039/FF",7,23,5,1.88982236504614,4.6242287415902
"375","Control","2021-09-27 12:00:00 SS/UYO/SB/085/FF",34,20.5,2.53759609461276,0.435194139889245,0.885409134964975
"376","Control","2021-09-27 12:00:00 SS/UYO/SB/091/FF",62,22.9193548387097,5.9016485251706,0.749510112207153,1.49873809756163
"377","Control","2021-09-28 12:30:00 SS/UYO/SB/039/FF",10,22,3.16227766016838,1,2.2621571627982
"378","Control","2021-09-28 12:30:00 SS/UYO/SB/093/FF",18,25.2222222222222,2.55654996282457,0.602584605051823,1.27134238670087
"379","Control","2021-09-28 12:30:00 SS/UYO/SB/100/FF",7,19.4285714285714,2.43975018237133,0.922138891954147,2.25639258312429
"380","Control","2021-09-29 13:00:00 SS/UYO/SB/039/FF",15,20.3333333333333,3.71611676478603,0.959497222838566,2.05791687063826
"381","Control","2021-09-29 13:00:00 SS/UYO/SB/095/FF",24,22.7916666666667,3.45126525843175,0.704486570846042,1.45734150621868
"382","Control","2021-09-29 13:00:00 SS/UYO/SB/099/FF",10,25,2.58198889747161,0.816496580927726,1.8470435889459
"383","Control","2021-09-29 13:00:00 SS/UYO/SB/100/FF",19,25.6315789473684,7.1430659952758,1.63873172739205,3.44284760412023
"384","Control","2021-09-30 07:00:00 SS/UYO/SB/071/FF",37,22.0540540540541,3.08171981156578,0.50663161618027,1.02749654148224
"385","Control","2021-10-01 07:00:00 SS/UYO/SB/039/FF",21,21.8095238095238,3.84212242932273,0.838419850555191,1.74891316172024
"386","Control","2021-10-01 07:00:00 SS/UYO/SB/086/FF",19,23.5263157894737,2.835654364078,0.650543726938216,1.36674165406505
"387","Control","2021-10-01 07:00:00 SS/UYO/SB/094/FF",9,27.4444444444444,11.8438920029599,3.94796400098664,9.10402131191237
"388","Control","2021-10-01 07:00:00 SS/UYO/SB/100/FF",19,24.0526315789474,5.42088230016855,1.24363569111911,2.61278163350253
"389","Control","2021-10-02 07:30:00 SS/UYO/SB/085/FF",8,26.75,2.31455024943138,0.818317088384971,1.9350124326879
"390","Control","2021-10-02 07:30:00 SS/UYO/SB/090/FF",14,25.1428571428571,4.68807230938495,1.25294002758147,2.70681236401463
"391","Control","2021-10-02 07:30:00 SS/UYO/SB/091/FF",57,21.3333333333333,2.88675134594813,0.382359556450936,0.765958232723127
"392","Control","2021-10-02 07:30:00 SS/UYO/SB/095/FF",9,22.4444444444444,3.00462606288666,1.00154202096222,2.30956004191962
"393","Control","2021-11-01 12:05:00 SS/MAY/SB/065/FF",11,26.6363636363636,5.04524979109513,1.52120004824377,3.38944492913535
"394","Control","2021-11-01 12:35:00 SS/MAY/SB/077/FF",33,27.8484848484848,5.65752381856018,0.984848484848485,2.00607071704404
"395","Control","2021-11-01 12:37:00 SS/MAY/SB/033/FF",52,29.7307692307692,6.85169332044759,0.950158907331842,1.90752360158043
"396","Control","2021-11-01 12:40:00 SS/MAY/SB/001/FF",13,29.9230769230769,5.96463939202724,1.65429332058512,3.60439551092366
"397","Control","2021-11-01 12:40:00 SS/MAY/SB/034/FF",26,29.3461538461538,7.28803022876446,1.42930032123554,2.94369911504727
"398","Control","2021-11-01 13:00:00 SS/MAY/SB/042/FF",13,29.5384615384615,5.54700196225229,1.53846153846154,3.35201973794958
"399","Control","2021-11-01 14:00:00 SS/MAY/SB/033/FF",52,29.7307692307692,6.85169332044759,0.950158907331842,1.90752360158043
"400","Control","2021-11-01 14:00:00 SS/UYO/SB/039/FF",17,28,3.95284707521047,0.958706236059213,2.03236643021839
"401","Control","2021-11-01 14:00:00 SS/UYO/SB/088/FF",16,22.0625,4.90535421758715,1.22633855439679,2.61387875447146
"402","Control","2021-11-03 07:30:00 SS/UYO/SB/086/FF",19,22.7368421052632,5.39384531215551,1.23743298067245,2.5997502224159
"403","Control","2021-11-03 07:30:00 SS/UYO/SB/088/FF",2,20.5,3.53553390593274,2.5,31.7655118404367
"404","Control","2021-11-03 07:30:00 SS/UYO/SB/089/FF",44,23.5681818181818,3.44658730619095,0.519592586447143,1.04785831586456
"405","Control","2021-11-03 07:30:00 SS/UYO/SB/091/FF",63,26.2539682539683,5.24855818594345,0.661256176269461,1.32183226182505
"406","Control","2021-11-03 07:30:00 SS/UYO/SB/094/FF",20,24,2.61574181890298,0.584897651865602,1.22420485472164
"407","Control","2021-11-03 07:30:00 SS/UYO/SB/099/FF",25,24.8,5.18009008930668,1.03601801786134,2.13823609688473
"408","Control","2021-11-03 14:00:00 SS/MAY/SB/027/FF",18,23.2777777777778,6.29477426176157,1.48369252217672,3.13031759600324
"409","Control","2021-11-03 14:45:00 SS/MAY/SB/033/FF",9,29.1111111111111,5.464532103585,1.821510701195,4.20041120927431
"410","Control","2021-11-05 08:30:00 SS/UYO/SB/085/FF",78,21.4615384615385,3.71969942820167,0.421173023647354,0.838662634556809
"411","Control","2021-11-05 08:30:00 SS/UYO/SB/090/FF",47,21.4042553191489,2.57630991981947,0.375793424550409,0.756432930380379
"412","Control","2021-11-05 08:30:00 SS/UYO/SB/091/FF",40,25.625,5.18720071734758,0.820168447363883,1.65894727138357
"413","Control","2021-11-05 12:35:00 SS/MAY/SB/077/FF",14,25.1428571428571,5.44704779401922,1.45578475818591,3.1450317621411
"414","Control","2021-11-05 13:15:00 SS/MAY/SB/001/FF",21,21.0952380952381,7.822434160188,1.70699507894618,3.56072933934445
"415","Control","2021-11-08 10:00:00 SS/UYO/SB/085/FF",34,22.2647058823529,4.62738111370562,0.793589313915681,1.61456959905378
"416","Control","2021-11-08 10:00:00 SS/UYO/SB/090/FF",59,23.0847457627119,3.77052148407023,0.490880085840903,0.98260325044645
"417","Control","2021-11-08 10:00:00 SS/UYO/SB/091/FF",75,21.3333333333333,6.05901903873158,0.699635254607349,1.39405367556713
"418","Control","2021-11-08 10:00:00 SS/UYO/SB/092/FF",48,22.5833333333333,4.92856775765982,0.711377480401052,1.4311068978778
"419","Control","2021-11-08 10:00:00 SS/UYO/SB/094/FF",8,31.75,6.94365074829414,2.45495126515491,5.8050372980637
"420","Control","2021-11-08 10:00:00 SS/UYO/SB/095/FF",20,27.25,4.94043467084042,1.1047147762396,2.31219459992977
"421","Control","2021-11-10 11:30:00 SS/UYO/SB/039/FF",41,24.5853658536585,5.74880687515287,0.897812796063705,1.81454734722642
"422","Control","2021-11-10 11:30:00 SS/UYO/SB/086/FF",22,24.5909090909091,3.89943940914944,0.831363275415958,1.72891457755318
"423","Control","2021-11-10 11:30:00 SS/UYO/SB/089/FF",97,23,3.81881307912987,0.387741721525662,0.769661234151148
"424","Control","2021-11-10 11:30:00 SS/UYO/SB/099/FF",49,23.3061224489796,4.72230558816636,0.674615084023765,1.35640453595577
