"","survey_id","trap_type","total_traps_collected","reported_kg_trap","CPUE","reported_KES_trap"
"800","2021-05-25 SS/MAY/SB/010/FF 2021-05-25 14:30:00","Control",NA,NA,NA,NA
"801","2021-05-25 SS/MAY/SB/034/FF 2021-05-25 13:45:00","Control",9,0.888888888888889,1.44444444444444,177.777777777778
"802","2021-05-25 SS/MAY/SB/032/FF 2021-05-25 12:35:00","Control",NA,NA,NA,NA
"803","2021-05-25 SS/MAY/SB/003/FF 2021-05-25 12:25:00","Control",15,0.633333333333333,1.46666666666667,126.666666666667
"804","2021-05-25 SS/MAY/SB/011/FF 2021-05-25 12:25:00","Control",15,0.633333333333333,1.53333333333333,126.666666666667
"805","2021-05-25 SS/MAY/SB/030/FF 2021-05-25 12:15:00","Control",15,0.8,0.533333333333333,160
"806","2021-05-25 SS/MAY/SB/077/FF 2021-05-25 12:15:00","Control",4,3,3.5,600
"807","2021-05-25 SS/MAY/SB/074/FF 2021-05-25 11:25:00","Control",5,1,3.6,200
"808","2021-05-25 SS/MAY/SB/013/FF 2021-05-25 12:15:00","Control",10,1.2,1.1,240
"809","2021-05-25 SS/MAY/SB/001/FF 2021-05-25 14:48:00","Control",15,1,1.66666666666667,200
"810","2021-05-25 SS/MAY/SB/036/FF 2021-05-25 14:48:00","Control",10,0.5,0.8,100
"811","2021-05-25 SS/MAY/SB/002/FF 2021-05-25 14:48:00","Control",15,1,0.466666666666667,200
"812","2021-05-25 SS/MAY/SB/015/FF 2021-05-25 14:48:00","Control",9,1.66666666666667,2,333.333333333333
"813","2021-05-25 SS/MAY/SB/014/FF 2021-05-25 14:48:00","Control",10,1.5,1,300
"814","2021-07-04 SS/MAY/SB/036/FF 2021-07-04 12:20:00","Control",9,0.666666666666667,0.888888888888889,133.333333333333
"815","2021-07-04 SS/MAY/SB/001/FF 2021-07-04 12:20:00","Control",9,0.666666666666667,0.888888888888889,133.333333333333
"816","2021-07-04 SS/MAY/SB/010/FF 2021-07-04 12:45:00","Control",NA,NA,NA,NA
"817","2021-07-04 SS/MAY/SB/074/FF 2021-07-04 12:40:00","Control",7,0.571428571428571,1.71428571428571,114.285714285714
"818","2021-07-04 SS/MAY/SB/058/FF 2021-07-04 13:43:00","Control",9,0.333333333333333,1,66.6666666666667
"819","2021-07-04 SS/MAY/SB/081/FF 2021-07-04 13:43:00","Control",9,0.333333333333333,1,66.6666666666667
"820","2021-07-04 SS/MAY/SB/029/FF 2021-07-04 13:43:00","Control",9,0.333333333333333,1,66.6666666666667
"821","2021-07-04 SS/MAY/SB/028/FF 2021-07-04 13:23:00","Control",11,0.909090909090909,1.18181818181818,181.818181818182
"822","2021-07-04 SS/MAY/SB/052/FF 2021-07-04 13:23:00","Control",11,0.909090909090909,1.18181818181818,181.818181818182
"823","2021-07-05 SS/MAY/SB/070/FF 2021-07-04 12:35:00","Control",7,0.714285714285714,2,142.857142857143
"824","2021-07-05 SS/MAY/SB/031/FF 2021-07-04 12:35:00","Control",15,0.333333333333333,0.933333333333333,66.6666666666667
"825","2021-07-05 SS/MAY/SB/036/FF 2021-07-04 12:35:00","Control",7,0.714285714285714,2,142.857142857143
"826","2021-07-05 SS/MAY/SB/074/FF 2021-07-05 13:08:00","Control",7,1.14285714285714,1.71428571428571,228.571428571429
"827","2021-07-05 SS/MAY/SB/015/FF 2021-07-05 12:20:00","Control",9,0.555555555555556,1.44444444444444,111.111111111111
"828","2021-07-05 SS/MAY/SB/002/FF 2021-07-05 12:20:00","Control",15,0.333333333333333,0.866666666666667,66.6666666666667
"829","2021-07-05 SS/MAY/SB/001/FF 2021-07-05 12:20:00","Control",15,0.333333333333333,0.866666666666667,66.6666666666667
"830","2021-07-05 SS/MAY/SB/058/FF 2021-07-05 13:52:00","Control",9,0.555555555555556,1,111.111111111111
"831","2021-07-05 SS/MAY/SB/081/FF 2021-07-05 13:52:00","Control",9,0.555555555555556,1,111.111111111111
"832","2021-07-05 SS/MAY/SB/029/FF 2021-07-05 13:52:00","Control",9,0.555555555555556,1,111.111111111111
"833","2021-07-05 SS/MAY/SB/028/FF 2021-07-05 13:07:00","Control",11,0.363636363636364,0.363636363636364,72.7272727272727
"834","2021-07-05 SS/MAY/SB/052/FF 2021-07-05 13:07:00","Control",11,0.363636363636364,0.363636363636364,72.7272727272727
"835","2021-07-06 SS/MAY/SB/002/FF 2021-07-06 12:50:00","Control",15,0.4,0.533333333333333,80
"836","2021-07-06 SS/MAY/SB/001/FF 2021-07-06 12:50:00","Control",15,0.4,0.533333333333333,80
"837","2021-07-06 SS/MAY/SB/036/FF 2021-07-06 12:36:00","Control",7,0.285714285714286,1.85714285714286,57.1428571428571
"838","2021-07-06 SS/MAY/SB/074/FF 2021-07-06 12:35:00","Control",7,0.857142857142857,1.71428571428571,171.428571428571
"839","2021-07-06 SS/MAY/SB/015/FF 2021-07-06 12:50:00","Control",9,0.666666666666667,0.888888888888889,133.333333333333
"840","2021-07-06 SS/MAY/SB/081/FF 2021-07-06 13:11:00","Control",9,0.444444444444444,0.777777777777778,88.8888888888889
"841","2021-07-06 SS/MAY/SB/029/FF 2021-07-06 13:11:00","Control",9,0.444444444444444,0.777777777777778,88.8888888888889
"842","2021-07-06 SS/MAY/SB/058/FF 2021-07-06 13:11:00","Control",9,0.444444444444444,0.777777777777778,88.8888888888889
"843","2021-07-06 SS/MAY/SB/028/FF 2021-07-06 13:17:00","Control",11,0.272727272727273,0.727272727272727,54.5454545454545
"844","2021-07-06 SS/MAY/SB/052/FF 2021-07-06 13:17:00","Control",11,0.272727272727273,0.727272727272727,54.5454545454545
"845","2021-07-07 SS/MAY/SB/031/FF 2021-07-07 12:30:00","Control",15,0.266666666666667,NA,53.3333333333333
"846","2021-07-07 SS/MAY/SB/070/FF 2021-07-07 12:30:00","Control",7,0.571428571428571,1.28571428571429,114.285714285714
"847","2021-07-07 SS/MAY/SB/036/FF 2021-07-07 12:30:00","Control",7,0.571428571428571,1.14285714285714,114.285714285714
"848","2021-07-07 SS/MAY/SB/074/FF 2021-07-07 12:08:00","Control",7,0.571428571428571,1.28571428571429,114.285714285714
"849","2021-07-07 SS/MAY/SB/015/FF 2021-07-07 13:35:00","Control",9,0.333333333333333,0.888888888888889,66.6666666666667
"850","2021-07-07 SS/MAY/SB/002/FF 2021-07-07 13:35:00","Control",15,0.2,0.733333333333333,40
"851","2021-07-07 SS/MAY/SB/001/FF 2021-07-07 13:35:00","Control",15,0.2,0.533333333333333,40
"852","2021-07-07 SS/MAY/SB/029/FF 2021-07-07 13:32:00","Control",9,0.222222222222222,0.555555555555556,44.4444444444444
"853","2021-07-07 SS/MAY/SB/058/FF 2021-07-07 13:32:00","Control",9,0.222222222222222,0.555555555555556,44.4444444444444
"854","2021-07-07 SS/MAY/SB/081/FF 2021-07-07 13:32:00","Control",9,0.222222222222222,0.555555555555556,44.4444444444444
"855","2021-07-07 SS/MAY/SB/052/FF 2021-07-07 13:18:00","Control",11,0.181818181818182,0.545454545454545,36.3636363636364
"856","2021-07-07 SS/MAY/SB/028/FF 2021-07-07 13:18:00","Control",11,0.181818181818182,0.545454545454545,36.3636363636364
"857","2021-07-08 SS/MAY/SB/002/FF 2021-07-08 12:46:00","Control",15,0.4,0.466666666666667,80
"858","2021-07-08 SS/MAY/SB/001/FF 2021-07-08 12:46:00","Control",15,0.4,0.666666666666667,80
"859","2021-07-08 SS/MAY/SB/074/FF 2021-07-08 12:45:00","Control",7,1,1.85714285714286,200
"860","2021-07-08 SS/MAY/SB/070/FF 2021-07-08 12:40:00","Control",7,0.714285714285714,1.42857142857143,142.857142857143
"861","2021-07-08 SS/MAY/SB/031/FF 2021-07-08 12:40:00","Control",15,0.333333333333333,0.666666666666667,66.6666666666667
"862","2021-07-08 SS/MAY/SB/036/FF 2021-07-08 12:40:00","Control",7,0.714285714285714,1.42857142857143,142.857142857143
"863","2021-07-08 SS/MAY/SB/010/FF 2021-07-08 12:30:00","Control",NA,NA,NA,NA
"864","2021-07-08 SS/MAY/SB/058/FF 2021-07-08 13:48:00","Control",9,0.666666666666667,1.11111111111111,133.333333333333
"865","2021-07-08 SS/MAY/SB/029/FF 2021-07-08 13:48:00","Control",9,0.666666666666667,1.11111111111111,133.333333333333
"866","2021-07-08 SS/MAY/SB/081/FF 2021-07-08 13:48:00","Control",9,0.666666666666667,1.11111111111111,133.333333333333
"867","2021-07-08 SS/MAY/SB/052/FF 2021-07-08 13:47:00","Control",11,0.363636363636364,0.636363636363636,72.7272727272727
"868","2021-07-08 SS/MAY/SB/028/FF 2021-07-08 13:47:00","Control",11,0.363636363636364,0.636363636363636,72.7272727272727
"869","2021-07-09 SS/MAY/SB/015/FF 2021-07-09 12:40:00","Control",9,0.444444444444444,1.33333333333333,88.8888888888889
"870","2021-07-09 SS/MAY/SB/001/FF 2021-07-09 12:40:00","Control",15,0.266666666666667,0.8,53.3333333333333
"871","2021-07-09 SS/MAY/SB/002/FF 2021-07-09 12:40:00","Control",15,0.266666666666667,0.8,53.3333333333333
"872","2021-07-09 SS/MAY/SB/011/FF 2021-07-09 12:35:00","Control",15,0.466666666666667,1.06666666666667,93.3333333333333
"873","2021-07-09 SS/MAY/SB/003/FF 2021-07-09 12:35:00","Control",15,0.466666666666667,1.06666666666667,93.3333333333333
"874","2021-07-09 SS/MAY/SB/030/FF 2021-07-09 12:20:00","Control",15,0.4,0.733333333333333,80
"875","2021-07-09 SS/MAY/SB/013/FF 2021-07-09 12:20:00","Control",10,0.6,1.1,120
"876","2021-07-09 SS/MAY/SB/077/FF 2021-07-09 12:20:00","Control",7,0.857142857142857,1.57142857142857,171.428571428571
"877","2021-07-09 SS/MAY/SB/036/FF 2021-07-09 13:20:00","Control",7,1.14285714285714,1.71428571428571,228.571428571429
"878","2021-07-09 SS/MAY/SB/031/FF 2021-07-09 13:20:00","Control",9,0.888888888888889,1.33333333333333,177.777777777778
"879","2021-07-09 SS/MAY/SB/070/FF 2021-07-09 13:20:00","Control",7,1.14285714285714,1.71428571428571,228.571428571429
"880","2021-07-09 SS/MAY/SB/010/FF 2021-07-09 13:09:00","Control",NA,NA,NA,NA
"881","2021-07-09 SS/MAY/SB/074/FF 2021-07-09 12:35:00","Control",7,0.714285714285714,1.42857142857143,142.857142857143
"882","2021-07-09 SS/MAY/SB/081/FF 2021-07-09 13:18:00","Control",9,0.222222222222222,0.444444444444444,44.4444444444444
"883","2021-07-09 SS/MAY/SB/029/FF 2021-07-09 13:18:00","Control",9,0.222222222222222,0.444444444444444,44.4444444444444
"884","2021-07-09 SS/MAY/SB/058/FF 2021-07-09 13:18:00","Control",9,0.222222222222222,0.444444444444444,44.4444444444444
"885","2021-07-09 SS/MAY/SB/052/FF 2021-07-09 13:18:00","Control",11,0.454545454545455,0.818181818181818,90.9090909090909
"886","2021-07-09 SS/MAY/SB/028/FF 2021-07-09 13:18:00","Control",11,0.454545454545455,0.818181818181818,90.9090909090909
"887","2021-07-10 SS/MAY/SB/029/FF 2021-07-10 13:54:00","Control",9,0.555555555555556,0.777777777777778,111.111111111111
"888","2021-07-10 SS/MAY/SB/081/FF 2021-07-10 13:54:00","Control",9,0.555555555555556,0.777777777777778,111.111111111111
"889","2021-07-10 SS/MAY/SB/058/FF 2021-07-10 13:54:00","Control",9,0.555555555555556,0.777777777777778,111.111111111111
"890","2021-07-10 SS/MAY/SB/028/FF 2021-07-10 13:43:00","Control",11,0.272727272727273,0.636363636363636,54.5454545454545
"891","2021-07-10 SS/MAY/SB/052/FF 2021-07-10 13:43:00","Control",11,0.272727272727273,0.636363636363636,54.5454545454545
"892","2021-07-10 SS/MAY/SB/001/FF 2021-07-10 12:35:00","Control",15,0.333333333333333,1.2,66.6666666666667
"893","2021-07-10 SS/MAY/SB/002/FF 2021-07-10 12:35:00","Control",15,0.333333333333333,1.2,66.6666666666667
"894","2021-07-10 SS/MAY/SB/015/FF 2021-07-10 12:35:00","Control",9,0.555555555555556,2,111.111111111111
"895","2021-07-11 SS/MAY/SB/029/FF 2021-07-11 13:32:00","Control",9,0.444444444444444,0.888888888888889,88.8888888888889
"896","2021-07-11 SS/MAY/SB/081/FF 2021-07-11 13:32:00","Control",9,0.444444444444444,0.888888888888889,88.8888888888889
"897","2021-07-11 SS/MAY/SB/058/FF 2021-07-11 13:32:00","Control",9,0.444444444444444,0.888888888888889,88.8888888888889
"898","2021-07-11 SS/MAY/SB/052/FF 2021-07-11 13:20:00","Control",11,0.545454545454545,0.727272727272727,109.090909090909
"899","2021-07-11 SS/MAY/SB/028/FF 2021-07-11 13:20:00","Control",11,0.545454545454545,0.727272727272727,109.090909090909
"900","2021-08-01 SS/MAY/SB/010/FF 2021-08-01 13:30:00","Control",NA,NA,NA,NA
"901","2021-08-01 SS/MAY/SB/001/FF 2021-08-01 12:15:00","Control",15,0.533333333333333,1.06666666666667,106.666666666667
"902","2021-08-01 SS/MAY/SB/015/FF 2021-08-01 12:15:00","Control",15,0.533333333333333,1.06666666666667,106.666666666667
"903","2021-08-01 SS/MAY/SB/002/FF 2021-08-01 12:15:00","Control",15,0.533333333333333,1.06666666666667,106.666666666667
"904","2021-08-01 SS/MAY/SB/083/FF 2021-08-01 13:04:00","Control",15,1,1.06666666666667,200
"905","2021-08-01 SS/MAY/SB/017/FF 2021-08-01 13:04:00","Control",15,1,1.06666666666667,200
"906","2021-08-01 SS/MAY/SB/082/FF 2021-08-01 13:04:00","Control",15,1,1.06666666666667,200
"907","2021-08-01 SS/MAY/SB/081/FF 2021-08-01 13:23:00","Control",12,0.833333333333333,0.833333333333333,166.666666666667
"908","2021-08-01 SS/MAY/SB/058/FF 2021-08-01 13:23:00","Control",12,0.833333333333333,0.833333333333333,166.666666666667
"909","2021-08-01 SS/MAY/SB/029/FF 2021-08-01 13:23:00","Control",12,0.833333333333333,0.833333333333333,166.666666666667
"910","2021-08-01 SS/MAY/SB/078/FF 2021-08-01 14:13:00","Control",13,0.230769230769231,0.384615384615385,46.1538461538462
"911","2021-08-01 SS/MAY/SB/012/FF 2021-08-01 14:13:00","Control",13,0.230769230769231,0.384615384615385,46.1538461538462
"912","2021-08-01 SS/MAY/SB/009/FF 2021-08-01 14:13:00","Control",13,0.230769230769231,0.384615384615385,46.1538461538462
"913","2021-08-01 SS/MAY/SB/028/FF 2021-08-01 14:13:00","Control",13,0.230769230769231,0.384615384615385,46.1538461538462
"914","2021-08-02 SS/MAY/SB/001/FF 2021-08-02 13:15:00","Control",15,0.666666666666667,1,133.333333333333
"915","2021-08-02 SS/MAY/SB/002/FF 2021-08-02 13:15:00","Control",15,0.666666666666667,1,133.333333333333
"916","2021-08-02 SS/MAY/SB/015/FF 2021-08-02 13:15:00","Control",15,0.666666666666667,1,133.333333333333
"917","2021-08-02 SS/MAY/SB/010/FF 2021-08-02 12:30:00","Control",NA,NA,NA,NA
"918","2021-08-02 SS/MAY/SB/074/FF 2021-08-02 12:40:00","Control",7,1.14285714285714,2,228.571428571429
"919","2021-08-02 SS/MAY/SB/029/FF 2021-08-02 14:14:00","Control",12,1.66666666666667,1.66666666666667,333.333333333333
"920","2021-08-02 SS/MAY/SB/081/FF 2021-08-02 14:14:00","Control",12,1.66666666666667,1.66666666666667,333.333333333333
"921","2021-08-02 SS/MAY/SB/058/FF 2021-08-02 14:14:00","Control",12,1.66666666666667,1.66666666666667,333.333333333333
"922","2021-08-02 SS/MAY/SB/082/FF 2021-08-02 13:33:00","Control",15,0.466666666666667,0.933333333333333,93.3333333333333
"923","2021-08-02 SS/MAY/SB/083/FF 2021-08-02 13:33:00","Control",15,0.466666666666667,0.933333333333333,93.3333333333333
"924","2021-08-02 SS/MAY/SB/017/FF 2021-08-02 13:33:00","Control",15,0.466666666666667,0.933333333333333,93.3333333333333
"925","2021-08-03 SS/MAY/SB/083/FF 2021-08-03 13:57:00","Control",15,0.333333333333333,0.466666666666667,66.6666666666667
"926","2021-08-03 SS/MAY/SB/017/FF 2021-08-03 13:57:00","Control",15,0.333333333333333,0.466666666666667,66.6666666666667
"927","2021-08-03 SS/MAY/SB/082/FF 2021-08-03 13:57:00","Control",15,0.333333333333333,0.466666666666667,66.6666666666667
"928","2021-08-03 SS/MAY/SB/010/FF 2021-08-03 13:15:00","Control",NA,NA,NA,NA
"929","2021-08-03 SS/MAY/SB/001/FF 2021-08-03 12:35:00","Control",15,0.4,0.933333333333333,80
"930","2021-08-03 SS/MAY/SB/002/FF 2021-08-03 12:35:00","Control",15,0.4,0.933333333333333,80
"931","2021-08-03 SS/MAY/SB/015/FF 2021-08-03 12:35:00","Control",15,0.4,0.933333333333333,80
"932","2021-08-03 SS/MAY/SB/074/FF 2021-08-03 12:20:00","Control",7,0.714285714285714,1.42857142857143,142.857142857143
"933","2021-08-04 SS/MAY/SB/029/FF 2021-08-04 14:18:00","Control",12,1.5,1.83333333333333,300
"934","2021-08-04 SS/MAY/SB/058/FF 2021-08-04 14:18:00","Control",12,1.5,1.83333333333333,300
"935","2021-08-04 SS/MAY/SB/081/FF 2021-08-04 14:18:00","Control",12,1.5,1.83333333333333,300
"936","2021-08-04 SS/MAY/SB/017/FF 2021-08-04 13:57:00","Control",15,1.2,1.26666666666667,240
"937","2021-08-04 SS/MAY/SB/082/FF 2021-08-04 13:57:00","Control",15,1.2,1.26666666666667,240
"938","2021-08-04 SS/MAY/SB/083/FF 2021-08-04 13:57:00","Control",15,1.2,1.26666666666667,240
"939","2021-08-04 SS/MAY/SB/010/FF 2021-08-04 14:20:00","Control",NA,NA,NA,NA
"940","2021-08-04 SS/MAY/SB/074/FF 2021-08-04 13:20:00","Control",7,1,1.71428571428571,200
"941","2021-08-05 SS/MAY/SB/083/FF 2021-08-05 14:11:00","Control",15,1.33333333333333,1.13333333333333,266.666666666667
"942","2021-08-05 SS/MAY/SB/082/FF 2021-08-05 14:11:00","Control",15,1.33333333333333,1.13333333333333,266.666666666667
"943","2021-08-05 SS/MAY/SB/017/FF 2021-08-05 14:11:00","Control",15,1.33333333333333,1.13333333333333,266.666666666667
"944","2021-08-05 SS/MAY/SB/002/FF 2021-08-05 12:15:00","Control",15,0.666666666666667,1.2,133.333333333333
"945","2021-08-05 SS/MAY/SB/001/FF 2021-08-05 12:15:00","Control",15,0.666666666666667,1.2,133.333333333333
"946","2021-08-05 SS/MAY/SB/015/FF 2021-08-05 12:15:00","Control",9,1.11111111111111,2,222.222222222222
"947","2021-08-05 SS/MAY/SB/070/FF 2021-08-05 12:35:00","Control",15,0.666666666666667,1.2,133.333333333333
"948","2021-08-05 SS/MAY/SB/010/FF 2021-08-05 13:20:00","Control",NA,NA,NA,NA
"949","2021-08-05 SS/MAY/SB/074/FF 2021-08-05 12:45:00","Control",7,1.71428571428571,2.42857142857143,342.857142857143
"950","2021-08-05 SS/MAY/SB/036/FF 2021-08-05 12:35:00","Control",11,0.909090909090909,1.54545454545455,181.818181818182
"951","2021-08-05 SS/MAY/SB/003/FF 2021-08-05 12:40:00","Control",15,0.733333333333333,1.06666666666667,146.666666666667
"952","2021-08-05 SS/MAY/SB/031/FF 2021-08-05 12:35:00","Control",15,0.666666666666667,1.2,133.333333333333
"953","2021-08-06 SS/MAY/SB/017/FF 2021-08-06 14:19:00","Control",15,1.6,1.33333333333333,320
"954","2021-08-06 SS/MAY/SB/081/FF 2021-08-06 13:23:00","Control",12,1.16666666666667,1.83333333333333,233.333333333333
"955","2021-08-06 SS/MAY/SB/058/FF 2021-08-06 13:23:00","Control",12,1.16666666666667,1.83333333333333,233.333333333333
"956","2021-08-06 SS/MAY/SB/029/FF 2021-08-06 13:23:00","Control",12,1.16666666666667,1.83333333333333,233.333333333333
"957","2021-08-06 SS/MAY/SB/083/FF 2021-08-06 14:19:00","Control",15,1.6,1.33333333333333,320
"958","2021-08-06 SS/MAY/SB/082/FF 2021-08-06 14:19:00","Control",15,1.6,1.33333333333333,320
"959","2021-08-06 SS/MAY/SB/074/FF 2021-08-06 13:15:00","Control",7,1.42857142857143,2.57142857142857,285.714285714286
"960","2021-08-06 SS/MAY/SB/036/FF 2021-08-06 12:35:00","Control",11,0.818181818181818,1.27272727272727,163.636363636364
"961","2021-08-06 SS/MAY/SB/070/FF 2021-08-06 12:35:00","Control",15,0.6,0.933333333333333,120
"962","2021-08-06 SS/MAY/SB/010/FF 2021-08-06 12:45:00","Control",NA,NA,NA,NA
"963","2021-08-06 SS/MAY/SB/031/FF 2021-08-06 12:35:00","Control",15,0.6,0.933333333333333,120
"964","2021-08-07 SS/MAY/SB/082/FF 2021-08-07 13:27:00","Control",15,1.2,1.2,240
"965","2021-08-07 SS/MAY/SB/083/FF 2021-08-07 13:27:00","Control",15,1.2,1.2,240
"966","2021-08-07 SS/MAY/SB/017/FF 2021-08-07 13:27:00","Control",15,1.2,1.2,240
"967","2021-08-07 SS/MAY/SB/010/FF 2021-08-07 13:15:00","Control",NA,NA,NA,NA
"968","2021-08-07 SS/MAY/SB/036/FF 2021-08-07 12:30:00","Control",11,0.909090909090909,1.18181818181818,181.818181818182
"969","2021-08-07 SS/MAY/SB/031/FF 2021-08-07 12:30:00","Control",15,0.666666666666667,0.866666666666667,133.333333333333
"970","2021-08-07 SS/MAY/SB/070/FF 2021-08-07 12:30:00","Control",15,0.666666666666667,0.866666666666667,133.333333333333
"971","2021-08-07 SS/MAY/SB/074/FF 2021-08-07 12:40:00","Control",7,2.85714285714286,2.42857142857143,571.428571428571
"972","2021-08-07 SS/MAY/SB/001/FF 2021-08-07 13:35:00","Control",15,1,1.06666666666667,200
"973","2021-08-07 SS/MAY/SB/015/FF 2021-08-07 13:35:00","Control",9,1.66666666666667,1.77777777777778,333.333333333333
"974","2021-08-07 SS/MAY/SB/002/FF 2021-08-07 13:35:00","Control",15,1,1.06666666666667,200
"975","2021-08-07 SS/MAY/SB/011/FF 2021-08-07 12:20:00","Control",15,0.6,0.666666666666667,120
"976","2021-08-07 SS/MAY/SB/003/FF 2021-08-07 12:20:00","Control",15,0.6,0.666666666666667,120
"977","2021-08-08 SS/MAY/SB/010/FF 2021-08-08 13:35:00","Control",NA,NA,NA,NA
"978","2021-08-08 SS/MAY/SB/017/FF 2021-08-08 14:02:00","Control",15,0.666666666666667,1.26666666666667,133.333333333333
"979","2021-08-08 SS/MAY/SB/082/FF 2021-08-08 14:02:00","Control",15,0.666666666666667,1.26666666666667,133.333333333333
"980","2021-08-08 SS/MAY/SB/083/FF 2021-08-08 14:02:00","Control",15,0.666666666666667,1.26666666666667,133.333333333333
"981","2021-08-09 SS/MAY/SB/010/FF 2021-08-09 13:20:00","Control",NA,NA,NA,NA
"982","2021-08-09 SS/MAY/SB/082/FF 2021-08-09 14:23:00","Control",15,1.13333333333333,1.13333333333333,226.666666666667
"983","2021-08-09 SS/MAY/SB/083/FF 2021-08-09 14:02:00","Control",15,1.13333333333333,1.13333333333333,226.666666666667
"984","2021-08-09 SS/MAY/SB/017/FF 2021-08-09 14:02:00","Control",15,1.13333333333333,1.13333333333333,226.666666666667
"985","2021-08-10 SS/MAY/SB/083/FF 2021-08-10 13:13:00","Control",15,0.6,1.2,120
"986","2021-08-10 SS/MAY/SB/017/FF 2021-08-10 13:13:00","Control",15,0.6,1.2,120
"987","2021-08-10 SS/MAY/SB/082/FF 2021-08-10 13:13:00","Control",15,0.6,1.2,120
"988","2021-08-10 SS/MAY/SB/010/FF 2021-08-10 13:26:00","Control",NA,NA,NA,NA
"989","2021-08-11 SS/MAY/SB/010/FF 2021-08-11 13:35:00","Control",NA,NA,NA,NA
"990","2021-08-12 SS/MAY/SB/010/FF 2021-08-12 13:35:00","Control",NA,NA,NA,NA
"991","2021-08-13 SS/MAY/SB/082/FF 2021-08-13 13:04:00","Control",15,1.33333333333333,2.13333333333333,266.666666666667
"992","2021-08-13 SS/MAY/SB/065/FF 2021-08-13 12:18:00","Control",13,1,2.92307692307692,200
"993","2021-08-13 SS/MAY/SB/065/FF 2021-08-13 12:18:00","Experimental",4,1,9.5,200
"994","2021-08-13 SS/MAY/SB/043/FF 2021-08-13 12:18:00","Experimental",4,1,9.5,200
"995","2021-08-13 SS/MAY/SB/043/FF 2021-08-13 12:18:00","Control",12,1.08333333333333,3.16666666666667,216.666666666667
"996","2021-08-13 SS/MAY/SB/042/FF 2021-08-13 12:44:00","Experimental",2,1.5,3.5,300
"997","2021-08-13 SS/MAY/SB/027/FF 2021-08-13 12:33:00","Control",8,0.875,1.25,175
"998","2021-08-13 SS/MAY/SB/026/FF 2021-08-13 12:13:00","Control",12,1.16666666666667,3,233.333333333333
"999","2021-08-13 SS/MAY/SB/026/FF 2021-08-13 12:13:00","Experimental",2,1.75,18,350
"1000","2021-08-13 SS/MAY/SB/012/FF 2021-08-13 13:33:00","Experimental",8,1,7.25,200
"1001","2021-08-13 SS/MAY/SB/078/FF 2021-08-13 13:33:00","Experimental",8,1,1.25,200
"1002","2021-08-13 SS/MAY/SB/009/FF 2021-08-13 13:33:00","Experimental",8,1,7.25,200
"1003","2021-08-13 SS/MAY/SB/028/FF 2021-08-13 13:33:00","Experimental",8,1,7.25,200
"1004","2021-08-13 SS/MAY/SB/009/FF 2021-08-13 13:33:00","Control",15,1,3.86666666666667,200
"1005","2021-08-13 SS/MAY/SB/012/FF 2021-08-13 13:33:00","Control",15,1,3.86666666666667,200
"1006","2021-08-13 SS/MAY/SB/028/FF 2021-08-13 13:33:00","Control",15,1,3.86666666666667,200
"1007","2021-08-13 SS/MAY/SB/070/FF 2021-08-13 13:33:00","Control",15,1,3.66666666666667,200
"1008","2021-08-13 SS/MAY/SB/082/FF 2021-08-13 13:04:00","Experimental",6,0.833333333333333,5.33333333333333,166.666666666667
"1009","2021-08-13 SS/MAY/SB/083/FF 2021-08-13 13:04:00","Experimental",6,0.833333333333333,5.33333333333333,166.666666666667
"1010","2021-08-13 SS/MAY/SB/017/FF 2021-08-13 13:04:00","Experimental",6,0.833333333333333,5.33333333333333,166.666666666667
"1011","2021-08-13 SS/MAY/SB/017/FF 2021-08-13 13:04:00","Control",15,1.33333333333333,2.13333333333333,266.666666666667
"1012","2021-08-13 SS/MAY/SB/083/FF 2021-08-13 13:04:00","Control",15,1.33333333333333,2.13333333333333,266.666666666667
"1013","2021-08-13 SS/MAY/SB/058/FF 2021-08-13 13:17:00","Control",NA,NA,NA,NA
"1014","2021-08-13 SS/MAY/SB/058/FF 2021-08-13 13:17:00","Experimental",6,0.666666666666667,7.66666666666667,133.333333333333
"1015","2021-08-13 SS/MAY/SB/081/FF 2021-08-13 13:17:00","Experimental",6,0.666666666666667,7.66666666666667,133.333333333333
"1016","2021-08-13 SS/MAY/SB/029/FF 2021-08-13 13:17:00","Experimental",6,0.666666666666667,7.66666666666667,133.333333333333
"1017","2021-08-13 SS/MAY/SB/029/FF 2021-08-13 13:17:00","Control",NA,NA,NA,NA
"1018","2021-08-13 SS/MAY/SB/081/FF 2021-08-13 13:17:00","Control",NA,NA,NA,NA
"1019","2021-08-13 SS/MAY/SB/001/FF 2021-08-13 12:30:00","Experimental",4,0.5,10,100
"1020","2021-08-13 SS/MAY/SB/010/FF 2021-08-13 13:30:00","Control",NA,NA,NA,NA
"1021","2021-08-13 SS/MAY/SB/010/FF 2021-08-13 13:30:00","Experimental",2,1.5,NA,300
"1022","2021-08-13 SS/MAY/SB/036/FF 2021-08-13 13:20:00","Control",7,1.71428571428571,10.2857142857143,342.857142857143
"1023","2021-08-13 SS/MAY/SB/031/FF 2021-08-13 13:20:00","Control",15,0.8,4.8,160
"1024","2021-08-13 SS/MAY/SB/070/FF 2021-08-13 13:20:00","Control",7,1.71428571428571,15.7142857142857,342.857142857143
"1025","2021-08-13 SS/MAY/SB/031/FF 2021-08-13 13:20:00","Experimental",6,0.5,12,100
"1026","2021-08-13 SS/MAY/SB/036/FF 2021-08-13 13:20:00","Experimental",6,0.5,12,100
