"","survey_id","trap_type","BMU","Diet_percent_Herbivorous_Detritivorous","Diet_percent_Herbivorous_Macroalgal","Diet_percent_Omnivorous","Diet_percent_Planktivorous","Diet_percent_Carnivorous"
"526","2022-02-01 08:30:00 SS/UYO/SB/086/FF","Control","UYOMBO",26.6666666666667,0,46.6666666666667,0,26.6666666666667
"527","2022-02-01 08:30:00 SS/UYO/SB/088/FF","Control","UYOMBO",25,0,50,0,25
"528","2022-02-01 08:30:00 SS/UYO/SB/091/FF","Control","UYOMBO",42.8571428571429,0,42.8571428571429,0,14.2857142857143
"529","2022-02-01 08:30:00 SS/UYO/SB/093/FF","Control","UYOMBO",42.8571428571429,0,14.2857142857143,0,42.8571428571429
"530","2022-02-01 08:30:00 SS/UYO/SB/094/FF","Control","UYOMBO",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"531","2022-02-01 12:09:00 SS/MAY/SB/033/FF","Control","MAYUNGU",28.5714285714286,0,28.5714285714286,0,42.8571428571429
"532","2022-02-01 12:29:00 SS/MAY/SB/036/FF","Control","MAYUNGU",42.8571428571429,0,28.5714285714286,0,28.5714285714286
"533","2022-02-01 12:35:00 SS/MAY/SB/045/FF","Experimental","MAYUNGU",42.8571428571429,0,28.5714285714286,14.2857142857143,14.2857142857143
"534","2022-02-01 12:38:00 SS/MAY/SB/013/FF","Control","MAYUNGU",42.8571428571429,0,14.2857142857143,0,42.8571428571429
"535","2022-02-01 12:38:00 SS/MAY/SB/077/FF","Experimental","MAYUNGU",33.3333333333333,0,33.3333333333333,0,33.3333333333333
"536","2022-02-01 12:40:00 SS/MAY/SB/076/FF","Control","MAYUNGU",25,0,25,0,50
"537","2022-02-01 12:41:00 SS/MAY/SB/014/FF","Control","MAYUNGU",22.2222222222222,0,22.2222222222222,11.1111111111111,44.4444444444444
"538","2022-02-01 12:42:00 SS/MAY/SB/019/FF","Control","MAYUNGU",50,0,50,0,0
"539","2022-02-01 12:44:00 SS/MAY/SB/068/FF","Control","MAYUNGU",14.2857142857143,0,42.8571428571429,14.2857142857143,28.5714285714286
"540","2022-02-01 12:48:00 SS/MAY/SB/004/FF","Control","MAYUNGU",28.5714285714286,0,0,28.5714285714286,42.8571428571429
"541","2022-02-01 12:50:00 SS/MAY/SB/032/FF","Experimental","MAYUNGU",33.3333333333333,0,0,0,66.6666666666667
"542","2022-02-01 12:55:00 SS/MAY/SB/010/FF","Experimental","MAYUNGU",33.3333333333333,16.6666666666667,16.6666666666667,0,33.3333333333333
"543","2022-02-01 13:15:00 SS/MAY/SB/033/FF","Control","MAYUNGU",50,0,0,33.3333333333333,16.6666666666667
"544","2022-02-01 13:15:00 SS/MAY/SB/034/FF","Control","MAYUNGU",37.5,12.5,12.5,12.5,25
"545","2022-02-01 13:15:00 SS/MAY/SB/066/FF","Control","MAYUNGU",100,0,0,0,0
"546","2022-02-01 13:15:00 SS/MAY/SB/066/FF","Experimental","MAYUNGU",60,0,40,0,0
"547","2022-02-02 09:00:00 SS/MAY/SB/020/FF","Experimental","UYOMBO",60,0,0,0,40
"548","2022-02-02 09:00:00 SS/UYO/SB/085/FF","Control","UYOMBO",33.3333333333333,0,58.3333333333333,0,8.33333333333333
"549","2022-02-02 09:00:00 SS/UYO/SB/088/FF","Control","UYOMBO",25,0,37.5,0,37.5
"550","2022-02-02 09:00:00 SS/UYO/SB/092/FF","Control","UYOMBO",75,0,0,0,25
"551","2022-02-02 09:00:00 SS/UYO/SB/095/FF","Experimental","UYOMBO",75,0,0,0,25
"552","2022-02-02 09:00:00 SS/UYO/SB/100/FF","Control","UYOMBO",62.5,0,12.5,0,25
"553","2022-02-02 09:00:00 SS/UYO/SB/100/FF","Experimental","UYOMBO",75,0,0,0,25
"554","2022-02-03 12:09:00 SS/MAY/SB/033/FF","Experimental","MAYUNGU",50,0,25,0,25
"555","2022-02-03 12:25:00 SS/MAY/SB/001/FF","Control","MAYUNGU",42.8571428571429,0,14.2857142857143,14.2857142857143,28.5714285714286
"556","2022-02-03 12:25:00 SS/MAY/SB/045/FF","Experimental","MAYUNGU",100,0,0,0,0
"557","2022-02-03 12:29:00 SS/MAY/SB/019/FF","Control","MAYUNGU",25,0,12.5,0,62.5
"558","2022-02-03 12:41:00 SS/MAY/SB/004/FF","Control","MAYUNGU",37.5,0,25,12.5,25
